cov_id,hierarchy,granularity,n_groups,n_groups_total,n_singleton_groups,n_cancers_used,F,p_value,eta_squared,hoadley_flag,degenerate_majority_singletons
7.3,epithelial_class,2b_6bin,1,6,1,1,,,,FALSE,TRUE
7.3,epithelial_class,2c_10bin,1,10,1,1,,,,FALSE,TRUE
7.3,germ_layer,3a_3bin,1,3,1,1,,,,FALSE,TRUE
7.3,germ_layer,3b_mid,1,8,1,1,,,,FALSE,TRUE
7.3,sex_composition,4_4bin,1,4,1,1,,,,FALSE,TRUE
7.3,tissue_origin,1a_5bin,1,5,1,1,,,,FALSE,TRUE
7.3,tissue_origin,1b_11bin,1,11,1,1,,,,FALSE,TRUE
8.1,epithelial_class,2a_3bin,3,3,1,26,0.6380636842575196,0.5374114669351419,0.05256717223234363,FALSE,FALSE
8.1,epithelial_class,2b_6bin,5,6,1,26,1.6758499990226454,0.19310477322993486,0.24197029956743746,FALSE,FALSE
8.1,epithelial_class,2c_10bin,9,10,4,26,1.0190788914694864,0.45852606857036793,0.32412637425684543,FALSE,FALSE
8.1,germ_layer,3a_3bin,3,3,0,21,1.4058728660572022,0.27081701358519855,0.13510379034545036,FALSE,FALSE
8.1,germ_layer,3b_mid,7,8,3,21,0.9281272414532161,0.5045442090702459,0.284574110332135,FALSE,FALSE
8.1,hoadley,5a_4plus_unassigned,5,5,0,24,0.8668092133931631,0.5017003861319371,0.15432413323320204,TRUE,FALSE
8.1,hoadley,5c_iclusters,14,14,12,16,0.7227637958303438,0.7147438846793344,0.8244987364073054,TRUE,TRUE
8.1,sex_composition,4_4bin,4,4,1,28,0.40369229975425464,0.7516599754482738,0.04803749177799618,FALSE,FALSE
8.1,tissue_origin,1a_5bin,5,5,0,28,0.7929677812712892,0.5418079318576938,0.12119389973783681,FALSE,FALSE
8.1,tissue_origin,1b_11bin,10,11,2,28,1.1797038412075487,0.36392227687455975,0.371010603540843,FALSE,FALSE
8.2,epithelial_class,2a_3bin,3,3,1,26,50.279626378886064,4.011478534612457e-09,0.8138544909696919,FALSE,FALSE
8.2,epithelial_class,2b_6bin,5,6,1,26,1.111891569330806,0.3772150593404261,0.1747737378440989,FALSE,FALSE
8.2,epithelial_class,2c_10bin,9,10,4,26,1.0778897854205503,0.42260510637698656,0.33653664585246423,FALSE,FALSE
8.2,germ_layer,3a_3bin,3,3,0,21,0.9766570206448089,0.3956554979559124,0.09789421633156294,FALSE,FALSE
8.2,germ_layer,3b_mid,7,8,3,21,17.774636222904032,8.234791940472108e-06,0.8839597739191152,FALSE,FALSE
8.2,hoadley,5a_4plus_unassigned,5,5,0,24,0.5645361789100941,0.6913178831836162,0.10622491971178369,TRUE,FALSE
8.2,hoadley,5c_iclusters,14,14,12,16,8.983806677879196,0.10449640050274196,0.9831634932209274,TRUE,TRUE
8.2,sex_composition,4_4bin,4,4,1,28,0.23738965558235703,0.8694003367982248,0.02881855363264037,FALSE,FALSE
8.2,tissue_origin,1a_5bin,5,5,0,28,1.9271780063584114,0.13994419900323957,0.2510268753391258,FALSE,FALSE
8.2,tissue_origin,1b_11bin,10,11,2,28,0.9249199137285747,0.5267731208863559,0.3162205944126251,FALSE,FALSE
8.3,epithelial_class,2a_3bin,3,3,1,26,3.229740404694846,0.05804724269401319,0.21926662086084184,FALSE,FALSE
8.3,epithelial_class,2b_6bin,5,6,1,26,3.6110904883379873,0.02165746382124668,0.40752213207736854,FALSE,FALSE
8.3,epithelial_class,2c_10bin,9,10,4,26,0.6693332339867767,0.7115286723624037,0.23953235993683358,FALSE,FALSE
8.3,germ_layer,3a_3bin,3,3,0,21,0.1711880019713058,0.8440189915428148,0.01866584808146008,FALSE,FALSE
8.3,germ_layer,3b_mid,7,8,3,21,0.27690151972643257,0.938552595865937,0.10608299073236395,FALSE,FALSE
8.3,hoadley,5a_4plus_unassigned,5,5,0,24,0.6015191989859044,0.6661447893932035,0.11240157731282933,TRUE,FALSE
8.3,hoadley,5c_iclusters,14,14,12,16,0.8625069840871967,0.6559140635602823,0.8486292331826867,TRUE,TRUE
8.3,sex_composition,4_4bin,4,4,1,28,7.431840177493916,0.0010956557904306808,0.4815913132856735,FALSE,FALSE
8.3,tissue_origin,1a_5bin,5,5,0,28,0.4146907099425764,0.796257591539109,0.06726869675290478,FALSE,FALSE
8.3,tissue_origin,1b_11bin,10,11,2,28,0.8694560370493857,0.567844145125668,0.3030037839309198,FALSE,FALSE
9.1,epithelial_class,2a_3bin,1,3,1,1,,,,FALSE,TRUE
9.1,epithelial_class,2b_6bin,1,6,1,1,,,,FALSE,TRUE
9.1,epithelial_class,2c_10bin,1,10,1,1,,,,FALSE,TRUE
9.1,germ_layer,3a_3bin,1,3,1,1,,,,FALSE,TRUE
9.1,germ_layer,3b_mid,1,8,1,1,,,,FALSE,TRUE
9.1,hoadley,5a_4plus_unassigned,1,5,1,1,,,,TRUE,TRUE
9.1,hoadley,5c_iclusters,1,14,1,1,,,,TRUE,TRUE
9.1,sex_composition,4_4bin,1,4,1,1,,,,FALSE,TRUE
9.1,tissue_origin,1a_5bin,1,5,1,1,,,,FALSE,TRUE
9.1,tissue_origin,1b_11bin,1,11,1,1,,,,FALSE,TRUE
9.2,epithelial_class,2a_3bin,1,3,1,1,,,,FALSE,TRUE
9.2,epithelial_class,2b_6bin,1,6,1,1,,,,FALSE,TRUE
9.2,epithelial_class,2c_10bin,1,10,1,1,,,,FALSE,TRUE
9.2,germ_layer,3a_3bin,1,3,1,1,,,,FALSE,TRUE
9.2,germ_layer,3b_mid,1,8,1,1,,,,FALSE,TRUE
9.2,hoadley,5a_4plus_unassigned,1,5,1,1,,,,TRUE,TRUE
9.2,hoadley,5c_iclusters,1,14,1,1,,,,TRUE,TRUE
9.2,sex_composition,4_4bin,1,4,1,1,,,,FALSE,TRUE
9.2,tissue_origin,1a_5bin,1,5,1,1,,,,FALSE,TRUE
9.2,tissue_origin,1b_11bin,1,11,1,1,,,,FALSE,TRUE
10.1,epithelial_class,2a_3bin,3,3,1,25,0.49668879271399063,0.6152037959953813,0.043202769220713914,FALSE,FALSE
10.1,epithelial_class,2b_6bin,5,6,2,25,1.2500794578850465,0.3220925168627166,0.20001017047998593,FALSE,FALSE
10.1,epithelial_class,2c_10bin,9,10,4,25,17.931548306513303,1.281828723182574e-06,0.8996565661009669,FALSE,FALSE
10.1,germ_layer,3a_3bin,3,3,0,21,0.04867726400209682,0.952613423599399,0.005379489463697334,FALSE,FALSE
10.1,germ_layer,3b_mid,7,8,3,21,0.6465287633544695,0.6925292546321515,0.21696600123646786,FALSE,FALSE
10.1,hoadley,5a_4plus_unassigned,5,5,0,23,0.6647042479123415,0.6246226222464211,0.12870131879885005,TRUE,FALSE
10.1,hoadley,5c_iclusters,14,14,12,16,5.811795602146896,0.15618827927312698,0.9742112986098099,TRUE,TRUE
10.1,sex_composition,4_4bin,4,4,2,27,0.18751838683305028,0.9038012177323788,0.023874964182247594,FALSE,FALSE
10.1,tissue_origin,1a_5bin,5,5,0,27,0.6554734769736456,0.6292788384720849,0.10648628077525421,FALSE,FALSE
10.1,tissue_origin,1b_11bin,10,11,2,27,0.7787119550721324,0.6384520813628296,0.29191472061309276,FALSE,FALSE
11.1,epithelial_class,2a_3bin,1,3,0,4,,,,FALSE,TRUE
11.1,epithelial_class,2b_6bin,2,6,0,4,4.746610175468082,0.16121824646821212,0.7035548300578612,FALSE,FALSE
11.1,epithelial_class,2c_10bin,3,10,2,4,2.172562164326037,0.43253483933750453,0.8129136127592795,FALSE,TRUE
11.1,germ_layer,3a_3bin,2,3,0,4,4.746610175468082,0.16121824646821212,0.7035548300578612,FALSE,FALSE
11.1,germ_layer,3b_mid,2,8,0,4,4.74661017546808,0.16121824646821217,0.7035548300578612,FALSE,FALSE
11.1,hoadley,5a_4plus_unassigned,3,5,2,4,2.172562164326037,0.43253483933750453,0.8129136127592796,TRUE,TRUE
11.1,hoadley,5c_iclusters,2,14,1,3,1.3040644621965378,0.45787015239398277,0.5659843652782756,TRUE,FALSE
11.1,sex_composition,4_4bin,1,4,0,4,,,,FALSE,TRUE
11.1,tissue_origin,1a_5bin,2,5,0,4,4.746610175468082,0.16121824646821212,0.7035548300578612,FALSE,FALSE
11.1,tissue_origin,1b_11bin,2,11,0,4,4.74661017546808,0.16121824646821217,0.7035548300578613,FALSE,FALSE
12.1,epithelial_class,2a_3bin,1,3,1,1,,,,FALSE,TRUE
12.1,epithelial_class,2b_6bin,1,6,1,1,,,,FALSE,TRUE
12.1,epithelial_class,2c_10bin,1,10,1,1,,,,FALSE,TRUE
12.1,germ_layer,3a_3bin,1,3,1,1,,,,FALSE,TRUE
12.1,germ_layer,3b_mid,1,8,1,1,,,,FALSE,TRUE
12.1,sex_composition,4_4bin,1,4,1,1,,,,FALSE,TRUE
12.1,tissue_origin,1a_5bin,1,5,1,1,,,,FALSE,TRUE
12.1,tissue_origin,1b_11bin,1,11,1,1,,,,FALSE,TRUE
12.2,epithelial_class,2a_3bin,1,3,1,1,,,,FALSE,TRUE
12.2,epithelial_class,2b_6bin,1,6,1,1,,,,FALSE,TRUE
12.2,epithelial_class,2c_10bin,1,10,1,1,,,,FALSE,TRUE
12.2,germ_layer,3a_3bin,1,3,1,1,,,,FALSE,TRUE
12.2,germ_layer,3b_mid,1,8,1,1,,,,FALSE,TRUE
12.2,sex_composition,4_4bin,1,4,1,1,,,,FALSE,TRUE
12.2,tissue_origin,1a_5bin,1,5,1,1,,,,FALSE,TRUE
12.2,tissue_origin,1b_11bin,1,11,1,1,,,,FALSE,TRUE
12.3,epithelial_class,2a_3bin,1,3,1,1,,,,FALSE,TRUE
12.3,epithelial_class,2b_6bin,1,6,1,1,,,,FALSE,TRUE
12.3,epithelial_class,2c_10bin,1,10,1,1,,,,FALSE,TRUE
12.3,germ_layer,3a_3bin,1,3,1,1,,,,FALSE,TRUE
12.3,germ_layer,3b_mid,1,8,1,1,,,,FALSE,TRUE
12.3,sex_composition,4_4bin,1,4,1,1,,,,FALSE,TRUE
12.3,tissue_origin,1a_5bin,1,5,1,1,,,,FALSE,TRUE
12.3,tissue_origin,1b_11bin,1,11,1,1,,,,FALSE,TRUE
13.1,epithelial_class,2a_3bin,2,3,1,8,1.6841241606175696,0.2420325666751736,0.21916930614538882,FALSE,FALSE
13.1,epithelial_class,2b_6bin,4,6,2,8,0.6736019976147319,0.6117746084941604,0.33563712154916614,FALSE,FALSE
13.1,epithelial_class,2c_10bin,4,10,2,8,0.6736019976147319,0.6117746084941604,0.33563712154916614,FALSE,FALSE
13.1,germ_layer,3a_3bin,2,3,1,5,1.2139870859928616,0.3510079016702439,0.2880851462568811,FALSE,FALSE
13.1,germ_layer,3b_mid,3,8,2,5,2.357817222903369,0.29781251736368797,0.702187482636312,FALSE,TRUE
13.1,hoadley,5a_4plus_unassigned,3,5,1,5,0.4270848284011466,0.7007291928962367,0.29927080710376325,TRUE,FALSE
13.1,hoadley,5c_iclusters,2,14,2,2,,,,TRUE,TRUE
13.1,sex_composition,4_4bin,2,4,1,8,0.9763025092559506,0.3612690401140223,0.13994555252737695,FALSE,FALSE
13.1,tissue_origin,1a_5bin,4,5,1,8,0.3755881005354364,0.7763802651645986,0.2197807886844482,FALSE,FALSE
13.1,tissue_origin,1b_11bin,5,11,3,8,0.6083619653798181,0.6858861975113295,0.44786439909609144,FALSE,TRUE
14.1,epithelial_class,2a_3bin,1,3,0,3,,,,FALSE,TRUE
14.1,epithelial_class,2b_6bin,1,6,0,3,,,,FALSE,TRUE
14.1,epithelial_class,2c_10bin,1,10,0,3,,,,FALSE,TRUE
14.1,germ_layer,3a_3bin,1,3,0,3,,,,FALSE,TRUE
14.1,germ_layer,3b_mid,1,8,0,3,,,,FALSE,TRUE
14.1,hoadley,5a_4plus_unassigned,2,5,1,3,0.13464482586769758,0.7761100267649973,0.1186669368229221,TRUE,FALSE
14.1,hoadley,5c_iclusters,2,14,1,3,0.13464482586769755,0.7761100267649973,0.11866693682292209,TRUE,FALSE
14.1,sex_composition,4_4bin,1,4,0,3,,,,FALSE,TRUE
14.1,tissue_origin,1a_5bin,1,5,0,3,,,,FALSE,TRUE
14.1,tissue_origin,1b_11bin,1,11,0,3,,,,FALSE,TRUE
15.1,epithelial_class,2a_3bin,2,3,0,14,1.6844882898440787,0.21872217983468878,0.12309472259143363,FALSE,FALSE
15.1,epithelial_class,2b_6bin,5,6,3,14,1.0297135042664587,0.4426783555596,0.31396446760576574,FALSE,TRUE
15.1,epithelial_class,2c_10bin,6,10,3,14,0.9917049182938404,0.47876894175712087,0.3826457677700033,FALSE,FALSE
15.1,germ_layer,3a_3bin,3,3,1,9,0.3276198329235554,0.732761515095889,0.09845470617829483,FALSE,FALSE
15.1,germ_layer,3b_mid,3,8,1,9,0.3276198329235553,0.7327615150958892,0.09845470617829484,FALSE,FALSE
15.1,hoadley,5a_4plus_unassigned,4,5,0,12,2.4235939703574996,0.14091391238144627,0.4761237475207879,TRUE,FALSE
15.1,hoadley,5c_iclusters,5,14,5,5,,,1.0,TRUE,TRUE
15.1,sex_composition,4_4bin,4,4,1,15,0.43682294342104083,0.731077242858591,0.10645157778569454,FALSE,FALSE
15.1,tissue_origin,1a_5bin,4,5,0,15,0.6292417009848417,0.6111422262099611,0.1464746561456189,FALSE,FALSE
15.1,tissue_origin,1b_11bin,8,11,3,15,0.6863393053182384,0.6840815282130943,0.4069995303754812,FALSE,FALSE
16.1,epithelial_class,2a_3bin,1,3,1,1,,,,FALSE,TRUE
16.1,epithelial_class,2b_6bin,1,6,1,1,,,,FALSE,TRUE
16.1,epithelial_class,2c_10bin,1,10,1,1,,,,FALSE,TRUE
16.1,germ_layer,3a_3bin,1,3,1,1,,,,FALSE,TRUE
16.1,germ_layer,3b_mid,1,8,1,1,,,,FALSE,TRUE
16.1,hoadley,5a_4plus_unassigned,1,5,1,1,,,,TRUE,TRUE
16.1,hoadley,5c_iclusters,1,14,1,1,,,,TRUE,TRUE
16.1,sex_composition,4_4bin,1,4,1,1,,,,FALSE,TRUE
16.1,tissue_origin,1a_5bin,1,5,1,1,,,,FALSE,TRUE
16.1,tissue_origin,1b_11bin,1,11,1,1,,,,FALSE,TRUE
17.1,epithelial_class,2a_3bin,2,3,0,5,0.007945749046848364,0.9345889351932704,0.0026415865543340375,FALSE,FALSE
17.1,epithelial_class,2b_6bin,4,6,3,5,0.38034607903017453,0.7966350427500665,0.5329368795585316,FALSE,TRUE
17.1,epithelial_class,2c_10bin,3,10,2,5,0.49413603612224627,0.6692831012866238,0.3307168987133763,FALSE,TRUE
17.1,germ_layer,3a_3bin,2,3,2,2,,,,FALSE,TRUE
17.1,germ_layer,3b_mid,2,8,2,2,,,,FALSE,TRUE
17.1,hoadley,5a_4plus_unassigned,1,5,0,3,,,,TRUE,TRUE
17.1,hoadley,5c_iclusters,2,14,2,2,,,,TRUE,TRUE
17.1,sex_composition,4_4bin,2,4,1,5,1.773196616906523,0.2751237020428452,0.3714903782982482,FALSE,FALSE
17.1,tissue_origin,1a_5bin,4,5,3,5,0.29761202034990153,0.835830262161333,0.47169222914876574,FALSE,TRUE
17.1,tissue_origin,1b_11bin,4,11,3,5,0.29761202034990153,0.835830262161333,0.47169222914876574,FALSE,TRUE
18.1,epithelial_class,2a_3bin,1,3,1,1,,,,FALSE,TRUE
18.1,epithelial_class,2b_6bin,1,6,1,1,,,,FALSE,TRUE
18.1,epithelial_class,2c_10bin,1,10,1,1,,,,FALSE,TRUE
18.1,hoadley,5a_4plus_unassigned,1,5,1,1,,,,TRUE,TRUE
18.1,hoadley,5c_iclusters,1,14,1,1,,,,TRUE,TRUE
18.1,sex_composition,4_4bin,1,4,1,1,,,,FALSE,TRUE
18.1,tissue_origin,1a_5bin,1,5,1,1,,,,FALSE,TRUE
18.1,tissue_origin,1b_11bin,1,11,1,1,,,,FALSE,TRUE
18.2,epithelial_class,2a_3bin,1,3,1,1,,,,FALSE,TRUE
18.2,epithelial_class,2b_6bin,1,6,1,1,,,,FALSE,TRUE
18.2,epithelial_class,2c_10bin,1,10,1,1,,,,FALSE,TRUE
18.2,hoadley,5a_4plus_unassigned,1,5,1,1,,,,TRUE,TRUE
18.2,hoadley,5c_iclusters,1,14,1,1,,,,TRUE,TRUE
18.2,sex_composition,4_4bin,1,4,1,1,,,,FALSE,TRUE
18.2,tissue_origin,1a_5bin,1,5,1,1,,,,FALSE,TRUE
